pelicula,genero,duracion,presupuesto,recaudacion,director,fecha_nac_director,actor_protagonista,fecha_nac_prota
"Die, Monster, Die!",Animación,2.78,29375246.58,40078359.8,Hall Kelshaw,1/25/2007,Cathlene Salmond,1/13/1965
Shoeshine (Sciuscià),Bélico,2.2,20494582.02,26981021.96,Odo Dominique,11/5/1952,Sander Ray,1/16/1943
Autumn Leaves,Acción,2.63,19753702.91,39970230.09,Marillin Atwill,7/1/1944,Georgia Hopfner,12/9/2018
"Dancing Masters, The",Comedia,2.16,29239527.21,75907868.2,Rosco Drexel,5/5/2023,Tristan Tranfield,7/27/1969
Pocketful of Miracles,Romance,3.68,27498438.3,80727936.18,Fernando Shee,6/18/1932,Ruth Seale,5/31/2017
Redemption: For Robbing the Dead,Musical,2.88,8581877.79,15824342.34,Bren Jurewicz,3/25/1985,Wanids Arbuckel,8/30/1981
Wild Is the Wind,Drama,2.1,13373902.41,21767054.14,Gabbie Creavan,8/30/2002,Matthus Marsh,3/26/1976
Ernest Scared Stupid,Drama,3.35,24731822.2,70427625.33,Darelle Veracruysse,3/8/2025,Nicko Mattityahou,2/11/1995
Red Dust,Ciencia ficción,4.0,7877124.69,15843418.23,Dusty Huison,7/11/2008,Ashely Mcasparan,3/12/1990
Zatoichi and the Chess Expert (Zatôichi Jigoku tabi) (Zatôichi 12),Musical,2.7,22639145.37,28472623.43,Stewart Deverell,1/13/2012,Poppy Bebis,10/30/1941
Earth vs. The Spider,Ciencia ficción,2.16,6938439.1,12521486.28,Maryanne MacBey,7/10/1958,Illa Laffan,4/18/1940
The Clowns,Drama,1.98,11270942.05,19674552.04,Fancy Showers,7/24/2017,Sollie Filler,10/12/1946
Champagne,Suspense,1.44,19222217.38,48479220.3,Berthe Deeson,1/15/2014,Gary Beningfield,1/12/1931
"New Adventures of Pippi Longstocking, The",Fantasía,1.19,5505502.87,12515051.24,Trent Dilliston,7/21/2012,Aristotle Cocklie,6/13/1956
Ernest Saves Christmas,Cine negro,2.71,13775900.38,21930852.37,Gaby Nealon,3/15/2016,Rand McArthur,11/24/2018
One Night of Love,Romance,3.97,13933009.11,33851465.66,Esmaria Donovin,6/17/1989,Webster Heamus,11/23/1941
Camp Rock 2: The Final Jam,Animación,3.58,15446085.83,39304352.5,Bentley Troth,11/8/2002,Selma Josephi,1/8/1943
Frank and Ollie,Fantasía,1.47,18114536.3,31187244.54,Talia Szapiro,5/22/1996,Dedra De'Ath,6/13/1963
Swedish Auto,Western,2.02,15181363.42,29140789.15,Kalina Matterson,10/19/1964,Stesha Outlaw,2/10/1932
The Possession of Michael King,Romance,2.54,9086425.86,23535209.19,Josephine Heaney,2/4/2018,Rosella Mylechreest,5/26/1959
Before Sunset,Terror,2.31,24708557.99,74024595.23,Terrie Metcalf,11/5/2010,Pierre Dellenbach,7/25/1982
She's Having a Baby,Documental,3.08,29329464.45,86607351.64,Rhodie Cawker,6/15/2019,Budd Flitcroft,5/22/1959
"Five Senses, The",Ciencia ficción,3.95,23912498.82,35693294.77,Bentley Barzen,12/30/1969,Harmony Roja,2/23/2004
Special Correspondents (Envoyés très spéciaux),Ciencia ficción,3.82,27377161.95,52796810.5,Rosalinda Collingham,10/17/1950,Clemens Ferreres,7/20/2003
Life or Something Like It,Bélico,2.16,21896061.25,29964142.2,Donetta Gonnin,1/20/1956,Lenora Matusevich,4/28/1962
Comme les 5 doigts de la main,Fantasía,3.61,23230547.23,53114496.6,Joell Carine,4/25/2006,Kelcy Houlden,10/6/1957
Giants and Toys (Kyojin to gangu),Documental,3.96,6132178.25,10502637.3,Phaidra Steadman,1/17/1968,Montague Sharratt,2/3/2022
Comin' at Ya!,Misterio,3.31,17619612.34,51289811.92,Roi Staddart,10/1/1998,Greg Hymers,12/15/1953
Second Wind (Le deuxième souffle) (Second Breath),Cine negro,3.37,16581825.93,24810213.2,Ezechiel Ashpital,3/24/2025,Mariette Thomen,10/5/1957
North Beach,Romance,3.84,29233675.49,58618922.47,Aimee Bockett,3/14/1971,Darryl Wallhead,7/12/1965
"Lost Missile, The",Aventura,1.39,7848429.77,10717445.28,Glenine Antoniazzi,1/5/1975,Padget Squibbs,5/21/2009
Absolute Aggression,Terror,3.98,14572256.67,31668587.42,Dominick Keneleyside,3/12/1962,Nathanil Gwynn,10/11/1975
Faust,Animación,3.81,13997431.08,34400225.48,Aurelia Gorling,12/18/2003,Skyler Alston,10/7/1979
Jaguar,Suspense,1.57,17825600.15,29395110.41,Petronilla Darke,7/22/1973,Kingsley Van Leijs,3/3/2013
Avalon,Comedia,3.24,17700606.86,26720950.25,Rory Mosedill,5/12/2022,Leanor Cross,10/31/1963
Inside Moves,Ciencia ficción,3.22,25475419.61,63285123.35,Hale Gillison,6/23/1970,Sileas Breit,11/22/1937
Common Places (a.k.a. Common Ground) (Lugares comunes),Bélico,2.11,5065333.83,10303868.98,Adolf Rides,5/6/2010,Rebekkah Grafhom,10/14/2023
My Girl,Acción,1.19,17370310.78,49898706.75,Catrina Frany,12/3/1949,Matthieu Bass,6/2/1969
Killing Auntie (Zabicie ciotki),Romance,3.47,6205655.63,11496282.91,Wendell Boschmann,8/24/1932,Nessi Gemnett,5/7/2002
"Troll Hunter, The (Trolljegeren)",Musical,1.76,13986717.96,25639355.88,Hastings Wager,11/22/2009,Cacilie Marton,10/9/1971
"Spanish Prisoner, The",Misterio,3.94,13251338.06,25985478.8,Nerissa Donisthorpe,8/3/1987,Melisenda Finlaison,11/16/2017
Satan's Sword II (Daibosatsu toge: Ryujin no maki),Histórico,1.57,9608706.31,22767527.02,Leonie Tremathick,11/8/1957,Cassandry Lindenbluth,2/22/2014
"Perils of Pauline, The",Bélico,1.61,20447948.78,47578916.62,Mona Bwy,3/24/1944,Boigie Sowte,12/26/1982
Casino,Western,2.83,8609329.46,18344220.81,Christel Harborow,12/20/1996,Mace Duhig,1/15/2015
Beck - Öga för öga,Aventura,2.63,21116006.91,49765832.98,Rurik Crips,8/20/1968,Shannen Prew,3/3/1989
National Theatre Live: Frankenstein,Terror,3.25,17515478.2,40887742.91,Wilmette Goard,12/30/1964,Cointon Borzoni,2/25/1964
Another Harvest Moon,Histórico,1.15,6466051.63,14715527.95,Danice Jeayes,10/30/2019,Waring Galvan,8/3/1987
"Night of the Shooting Stars (Notte di San Lorenzo, La)",Histórico,1.94,26636084.44,52649084.47,Vinnie McGragh,5/3/1944,Audra Screaton,3/3/1964
"Liberation of L.B. Jones, The",Western,2.9,19879392.65,51672658.98,Nobie Hargreves,4/7/1941,Hubey McIlvenny,7/31/1936
Heart of a Dog (Sobachye serdtse),Documental,2.59,25180502.01,33696691.69,Jarret Scotcher,2/28/1999,Denice Losebie,10/4/2025
"House That Dripped Blood, The",Romance,1.19,7505470.19,16865251.03,Fonzie Thompson,3/18/1992,Ave Russ,7/28/1968
I Am Legend,Suspense,2.75,12581577.47,35273118.41,Sandy Herrieven,9/5/1958,Caroline Cranefield,9/10/1991
Sex Ed,Bélico,2.77,24335547.64,48584753.28,Cullin Skellen,2/9/1943,Hephzibah Seathwright,1/15/1941
An American Tail: The Treasure of Manhattan Island,Acción,3.65,23424814.75,37601362.87,Opaline Montilla,3/11/2010,Reube Drew-Clifton,4/20/2000
Five Minutes to Live,Fantasía,2.83,21566624.46,63512436.8,Kaycee Creamen,5/27/2002,Maxine Swinbourne,2/27/1982
Welcome to Collinwood,Animación,2.83,18119574.3,41514856.96,Cam Kigelman,6/1/1937,Cristen MacFaell,3/1/2008
Aloft,Fantasía,2.16,11338966.74,20354703.94,Isahella Harler,10/31/1967,Baxy Fiveash,8/6/1991
Still Crazy,Drama,2.74,20529397.95,54901921.58,Berkly Tolossi,3/9/1932,Estele Griswaite,5/27/1995
Kawasaki's Rose ,Comedia,3.05,24528033.09,59694668.02,Iorgo Wenman,6/14/1994,Zacherie Barok,7/15/1961
Bouncing Babies,Terror,3.78,9231628.5,19998048.86,Phil Espinosa,9/17/1939,Salomone Reader,5/13/1991
My Left Foot,Acción,2.73,28630097.7,70416656.11,Bernetta Caldera,4/17/1967,Vilhelmina Trevena,11/26/1991
On_Line (a.k.a. On Line),Western,2.51,18086896.42,32197838.34,Devina Ovenell,5/1/1961,Eric Probart,11/1/2010
"Split, The",Histórico,1.78,20609028.98,25851484.24,Tracie Leddy,3/15/1997,Frederica Litchfield,4/27/2003
Kimjongilia,Terror,1.15,6790163.86,18891089.15,Druci Banfill,10/22/1997,Janetta Turtle,4/12/1996
200 Cigarettes,Aventura,1.4,10521648.38,31391722.78,Dallon Beatey,9/16/1974,Josephine Veivers,6/17/2003
Comic Book Villains,Histórico,1.07,10805741.99,24465850.95,Roselia Ridder,9/27/1999,Cyb Alexandrou,6/23/1971
Elephant White,Drama,3.13,17974680.5,38787314.93,Roch Khomishin,1/11/2007,Cassius Digwood,3/27/1967
Chillerama,Documental,2.9,28510840.84,51162442.55,Alard Cordeix,7/27/1969,Sean Allmark,12/21/2002
Siblings,Romance,3.84,28311152.54,73808864.23,Shayne Carmichael,7/21/2009,Ninetta Laborda,3/11/2012
Tibet: Cry of the Snow Lion,Misterio,2.58,19117138.68,33538256.35,Raffarty Mateu,2/10/1931,Lanita Semper,3/11/2010
"Devil, The (Diabel)",Animación,1.33,13068198.88,30628340.25,Aridatha Oubridge,10/30/1965,Hayley Wyllie,6/23/1996
"Hunting Party, The",Drama,3.06,18926320.06,54065901.07,Crissie Newens,2/17/1966,Georas Mc Trusty,6/28/1988
Airplane!,Aventura,2.34,9228298.32,21972366.58,Amberly Burde,10/29/1961,Clarey Keeling,2/12/1974
"Allnighter, The",Western,3.56,19870730.0,44753474.01,Alfi Nott,3/6/1969,Waylin Nussen,10/11/2015
London - The Modern Babylon ,Suspense,1.04,20117587.63,44697689.56,Rivy Bernardo,7/16/2014,Tannie Mayler,5/9/1972
Exorcismus,Animación,2.54,21106059.55,56127628.36,Robinet Artois,12/24/1989,Sheryl Petren,3/25/1953
"Uninvited, The",Musical,1.87,25139653.06,38942817.02,Rita Worrill,6/8/1939,Care Learoyd,7/14/1958
Frankenstein Conquers the World,Bélico,1.25,13992783.31,25385655.28,Valentino Sirett,12/18/1967,Margarette Cud,1/4/1981
No Way to Treat a Lady,Ciencia ficción,1.43,29704674.94,49710984.8,Davina Rozzell,12/6/1937,Adolph Winskill,3/25/2012
Narcissus,Suspense,2.59,28581883.64,69300117.66,Rossy Gai,4/23/1942,Arv Vercruysse,12/15/1961
Black Hawk Down,Acción,3.16,5536707.45,14425835.75,Sena Kirwood,3/15/1994,Ethelred Klimus,12/18/1994
Blood Simple,Histórico,2.36,12098923.68,23435248.75,Meta Cadore,7/29/1965,Harmony Diver,6/9/1943
Love Sick (Legaturi bolnavicioase),Aventura,2.62,26970916.27,70014152.6,Pavel Keppel,5/29/2021,Loralyn Huckabe,3/18/2020
Carry on Behind,Aventura,1.34,20284636.6,52816641.09,Zarla Tzarkov,2/11/2022,Scarlet Howse,1/30/2000
"Roman Spring of Mrs. Stone, The",Animación,3.96,23131557.94,39988298.84,Davita Swin,4/28/1994,Evangeline Kenion,4/4/1999
Dean Spanley,Acción,1.23,11904438.23,19862286.55,Piggy Simukov,1/16/2016,Hannah Treslove,11/18/2024
From Dusk Till Dawn 2: Texas Blood Money ,Terror,3.02,11003319.37,24144466.0,Zacharia Casey,7/24/1935,Euphemia Cuthbertson,9/11/1934
Our Blushing Brides,Western,3.24,27209276.29,63054386.36,Nate Figin,12/3/2005,Alane Rideout,2/1/1944
Space Raiders,Suspense,2.43,21290738.09,37883000.09,Harlene Gonsalvez,5/15/2019,Thain Golsby,12/30/1964
18 Fingers of Death!,Ciencia ficción,3.76,8681157.67,19293515.21,Dacia Vere,12/11/1959,Finley Hamelyn,8/3/1992
...tick... tick... tick...,Aventura,1.21,12647054.68,33625329.91,Dael Goch,5/5/1983,Smith Cosgrive,3/21/1976
Anthony Zimmer,Romance,1.75,8584233.61,16723895.71,Morty Di Matteo,8/20/1943,Prudy Loftin,2/23/2005
Hard Ticket to Hawaii,Musical,2.18,26567028.09,53566404.06,Beitris Isakovic,3/11/1968,Bail Yearron,9/27/2009
"Man Who Quit Smoking, The (Mannen som slutade röka)",Acción,1.23,17699129.05,46932683.76,Bliss Nolda,11/22/1966,Millard Woolner,3/28/1965
Note by Note: The Making of Steinway L1037,Misterio,2.86,22341337.17,28010020.32,Levin Andrez,9/21/1991,Noemi Eates,5/14/2006
"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Acción,3.08,23332333.93,69161482.09,Chiquita Faunt,10/24/1986,Upton Kordova,10/4/1965
"Smell of Camphor, Fragrance of Jasmine (Booye kafoor, atre yas)",Documental,2.04,22240607.25,47378689.41,Clerkclaude Oaten,1/12/1976,Skylar Trathen,2/11/1955
"Perfect Day, A (Un giorno perfetto)",Documental,3.44,10681087.86,29231100.25,Shepherd Lipman,11/30/1937,Lorenzo Kettlestringes,7/26/1943
Guest of Cindy Sherman,Ciencia ficción,2.97,11507050.78,20984596.98,Aloisia Santry,12/25/1998,Benetta Finby,6/18/2015
Lilies of the Field,Bélico,3.09,15118685.53,39344426.91,Glyn Snar,3/11/2004,Luz Tregenza,12/26/1980
So I Married an Axe Murderer,Aventura,1.94,6463332.44,16158199.54,Dev Eton,6/1/2025,Elyn Cogdon,10/22/2021
Are All Men Pedophiles,Misterio,3.4,15754120.85,21310960.55,Cord Kinnaird,11/16/1975,Adorne Antuk,4/23/1961
"Last Minute, The",Bélico,2.12,25720591.89,61288666.86,Pincus Pickervance,12/21/1956,Linet Cobbled,12/25/1953
"Quest for Fire (Guerre du feu, La)",Documental,2.61,10335356.17,20845691.42,Eddie Arnal,8/29/2005,Oneida Darko,10/7/1938
Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21),Ciencia ficción,3.49,29269192.45,74412519.5,Newton Shaylor,3/7/1965,Marje Wloch,8/13/2014
Mosaic,Documental,1.8,11476558.52,17974100.06,Elnora Caulkett,3/25/1996,Erminie Dignam,3/2/1984
Rage of Angels: The Story Continues,Documental,2.23,9256490.63,19093046.5,Brice Torrese,7/7/2021,Clemmie Edlyne,7/14/1933
"Naked Kiss, The",Ciencia ficción,3.15,10956719.01,21294161.18,Peggie Eusden,9/11/1978,Nissy Tipler,5/30/1978
Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan),Cine negro,1.3,17842747.71,30709881.78,Norri Canny,7/26/1951,Krystle Brehaut,3/9/2012
Don't Go In the Woods,Musical,3.8,14602342.13,31747572.15,Anissa Mattiacci,5/20/1961,Zuzana Igo,8/9/1970
Birdy,Western,3.73,29608420.22,78444863.7,Freddi Casoni,8/26/1984,Kacie Di Gregorio,8/14/1943
My Big Fat Greek Wedding,Western,1.32,27876590.08,62885638.56,Marty Setterthwait,12/15/2017,Darnall Witts,12/17/1934
"Public Eye, The",Misterio,1.51,15462566.09,28951465.06,Yorke Embery,6/10/1976,Mollie Tripney,4/19/1947
Death Race 2,Misterio,2.65,29383999.44,77301360.11,Cordy Cescotti,3/10/2025,Nikaniki Spendley,10/24/1992
Mary Stevens M.D.,Acción,3.43,29553891.97,55940548.76,Arabelle Ferenc,9/20/1955,Kippy Duligall,4/6/1981
"Great Debaters, The",Histórico,1.8,19241497.95,52911086.88,Jeri Wishkar,7/8/2004,Leroi Di Francesco,1/14/1937
Jingle All the Way,Western,2.4,5285739.44,15498064.67,Frank De la Barre,9/8/2022,Duane Plumbe,11/8/1980
Peter and Vandy,Misterio,3.79,28494662.26,51329203.14,Meggy Margett,6/13/2024,Charleen Fruchter,5/5/1938
Across 110th Street,Suspense,3.48,26067571.58,54697003.24,Pierce Duigenan,10/19/2015,Dori Deare,9/22/2018
"Cage aux Folles, La",Aventura,3.65,29001360.95,50378946.87,Ginger Breens,8/15/1996,Padraig Stannus,11/24/1953
Jungle Fever,Misterio,3.69,11395954.85,14804738.6,Cybill Brown,9/28/1942,Nancie Farran,11/25/1958
Santa Claus,Romance,2.74,22650132.15,41533004.16,Lilian Asson,6/23/1944,Adrianna Skeermer,9/28/1975
Gitarrmongot,Aventura,2.91,17518977.31,32053564.77,Maximilian Nehl,10/25/1949,Hallie Fowgies,9/24/2013
Magic in the Moonlight,Drama,2.33,24984285.75,64523545.33,Noam Reed,1/6/2020,Lothaire Jowle,12/23/2001
Wanted! (Nachbarinnen),Ciencia ficción,2.71,23256642.97,62132674.77,Jocko Giorgioni,10/12/1956,Flynn Woolfitt,2/14/1991
"Dorado, El",Western,1.08,18924575.19,54493817.3,Harper People,8/29/1938,Sheila-kathryn Hudel,3/29/1964
102 Dalmatians,Acción,2.66,25838367.46,54691472.49,Keene Abdie,10/24/1997,Ara Godthaab,9/19/1944
Caliber 9,Bélico,1.53,26096521.66,35518585.36,Lombard Ivanichev,3/19/1978,Jennette Symones,1/11/2011
Miracle,Romance,3.19,27481325.89,35368190.88,Dodie Siely,11/20/2023,Julius Freckleton,11/19/1943
Waiting for Guffman,Animación,2.06,13571952.78,22825063.51,Em Eynon,4/24/1953,Cheston Osboldstone,9/14/2015
Tortilla Flat,Misterio,3.79,26767349.6,63250671.11,Eve MacVaugh,9/30/1969,Lisbeth Esilmon,4/5/1974
3 dev adam (Three Giant Men) ,Western,1.18,24116786.05,36434690.1,Christie Few,12/22/2020,Vinny Hailston,11/5/2023
Crooklyn,Suspense,1.43,17812773.97,37437542.92,Philippa Alans,9/8/1990,Evangeline Fayre,9/23/1931
Forever Hardcore: The Documentary,Comedia,3.44,27388071.56,72506596.56,Yolanda Kildahl,7/5/1942,Fiorenze Jiroutka,10/7/1938
Scratch,Animación,1.61,14919658.34,39841719.71,Charlotta Seedhouse,5/12/1990,Bondon Kiernan,4/3/2020
Raging Bull,Western,2.53,19796327.05,37856302.11,Esme Baterip,11/28/1935,Elsinore Sampey,1/19/1968
"Green Ray, The (Rayon vert, Le)",Histórico,1.54,25898507.38,55244314.91,Cherie Searchfield,10/31/1983,Agnes Aldham,3/18/2006
It Started with Eve,Cine negro,2.68,14187809.04,30477241.6,Konstanze Kelf,11/10/1938,Gardiner Parnby,10/8/1991
Prince of Foxes,Comedia,1.75,5404085.99,7097192.83,Gipsy Smallcomb,10/31/1951,Kelcy McAndrew,6/27/1986
My Brilliant Career,Romance,3.03,21535061.98,30057366.65,Budd Elden,12/5/2003,Ramsay Delahunty,11/21/1961
"Joneses, The",Ciencia ficción,3.0,11364114.86,26323672.09,Lethia Oliveti,1/14/1999,Pauly Winscom,4/11/1944
